Tag Value,Owner Reputation,Owner User ID,Owner User Type,Owner Display Name,Is Answered,View Count,Answer Count,Score,Question ID,Last Activity Date,Gold Badges,Silver Badges,Bronze Badges
"google-cloud-platform, automation, google-cloud-functions",13,22921149,registered,Abdu Kikhia,True,13,1,-1,78075327,1709134956,0,0,5
"paypal, e-commerce",11,2259000,registered,Andy Browning,False,18,1,0,78070821,1709134955,0,0,2
"asp.net-core, razor-pages, asp.net-core-8",71,19782028,registered,Vishakha Suthar,False,25,0,1,78074943,1709134946,0,0,5
"c#, asp.net",1653,6412888,registered,Dev,False,35,1,0,78065378,1709134936,0,8,21
"node.js, nginx, mern",92,19344063,registered,Bilal Akbar,False,60,1,-3,78028231,1709134934,0,0,6
"c++, reference, stl, stack, unordered-map",5,21508791,registered,awakair,False,96,0,0,77465038,1709134915,0,0,3
"android, multithreading",5171,2038135,registered,user2038135,True,609495,22,515,14678593,1709134903,3,4,5
"android, webview, admob",443,8389762,registered,pandey_shubham,False,6,0,0,78075754,1709134901,0,4,14
"vue.js, vscode-extensions, prettier, prettier-eslint",481,8282711,registered,Nipun Vidarshana,False,7,0,0,78075753,1709134894,1,3,9
"c++, sql-server, dev-c++",1,21885996,registered,Trần Ho&#224;n,False,28,0,-4,78075739,1709134888,0,0,1
"python, algorithm, statistics, combinations, combinatorics",21,23337293,registered,Ruben Selander,False,56,1,2,77928066,1709134884,0,0,2
"javascript, shader, webgl, framebuffer, webgl2",5999,522169,registered,Yuval A.,True,20,1,0,78071543,1709134874,2,8,18
"image, video, ffmpeg, transparency",1764,2375040,registered,Michael Macha,False,5,0,-1,78075322,1709134865,1,7,16
"angular, angular-routing, angular15, angular-lazyloading",1711,5578092,registered,Ali,False,38,1,0,78074008,1709134863,1,6,18
"c#, wpf, xaml, data-binding, converters",16389,4279155,registered,Dominique,False,10,0,-2,78075383,1709134862,8,18,38
"reactjs, next.js",1608,6327846,registered,Garrett,False,18,1,1,78064790,1709134860,1,6,20
typescript,311,14964942,registered,Autumn,False,30,1,1,78019152,1709134847,0,1,6
"langchain, py-langchain",5831,702846,registered,Areza,True,1407,3,3,76988747,1709134845,2,12,24
"angular, angular-routing, angular15, angular-lazyloading",1711,5578092,registered,Ali,False,38,1,0,78074008,1709134863,1,6,18
"c#, wpf, xaml, data-binding, converters",16389,4279155,registered,Dominique,False,10,0,-2,78075383,1709134862,8,18,38
"reactjs, next.js",1608,6327846,registered,Garrett,False,18,1,1,78064790,1709134860,1,6,20
typescript,311,14964942,registered,Autumn,False,30,1,1,78019152,1709134847,0,1,6
"langchain, py-langchain",5831,702846,registered,Areza,True,1407,3,3,76988747,1709134845,2,12,24
mermaid,1795,3732793,registered,user3732793,False,5,0,0,78075744,1709134831,1,6,19
"python, sqlite",21,23461455,registered,MrIrrelevant,True,30,1,0,78039596,1709134824,0,0,9
"shopware, shopware6",231,18151359,registered,Claudiu Stoica,False,4,0,0,78075741,1709134812,0,1,7
"python, django-models, django-views, yaml, pyyaml",25,14638335,registered,Giuseppe Bellissimo,False,12,0,0,78075738,1709134789,0,0,5
"laravel, deployment, csrf-token",392,12517302,registered,Web Star,False,20,0,1,78075737,1709134786,0,2,17
"docker, google-cloud-sql, google-cloud-run, google-cloud-code",11,19430008,registered,David,False,9,0,0,78075736,1709134784,0,0,1
c++,11,23497461,registered,Hikari Yuki,True,59,3,-2,78075595,1709134783,0,0,1
"android, xamarin.android, okhttp",213,14408370,registered,MobileDev,False,4,0,0,78075735,1709134782,0,2,7
"excel, vba",1030,6694814,registered,Geographos,False,35,1,-1,78075511,1709134747,2,6,19
"sql, postgresql",1427,256234,registered,JoshL,False,24,0,1,78062018,1709134745,1,4,13
"blazor, telerik",425,6077851,registered,Yan,False,3,0,0,78075729,1709134735,0,1,16
"c++, scope, reference, stl",13,20011388,registered,Javier,True,154,1,-1,78026831,1709134727,0,0,3
"arrays, algorithm, sub-array",133,15415729,registered,code_it,True,1893,4,6,68684164,1709134725,0,0,7
"azure, azure-functions, azure-eventhub, grafana-loki, azure-storage-account",1,23454143,registered,yanniand,False,6,0,0,78075726,1709134718,0,0,1
"python-3.x, pyspark, spark-avro, avro-tools, fastavro",355,13536432,registered,karas27,False,8,1,0,78075566,1709134711,1,3,11
"c++, conditional-operator, functor",191,5070145,registered,Mikhail,True,112,1,0,78071634,1709134704,0,0,7
"python, celery, flower",1067,3903608,registered,touchstone,False,10,0,0,78075723,1709134697,1,5,13
"html, css, tabs",9699,144140,registered,eomeroff,True,15900,5,1,4912864,1709134694,3,10,20
"ruby, selenium-webdriver, watir",1,22371469,registered,spd,False,38,1,-1,78073297,1709134679,0,0,2
"reactjs, react-hooks, hook",195,8445685,registered,Burak İbrahim &#220;nal,False,13,0,0,78075719,1709134672,1,3,11
"excel, powershell, conditional-formatting",2202,2486496,registered,gravity,False,22,0,0,78075718,1709134662,2,11,21
"linux, qt, redhat",187,4200256,registered,mnekkach,False,7,0,0,78075714,1709134648,0,1,8
"mysql, node.js, json, sequelize.js",1185,1070276,registered,Andrei,False,20,0,0,78075713,1709134647,1,4,17
"c#, .net, oauth-2.0, swagger, swagger-ui",94,8527071,registered,Ali Shawky,False,15,0,0,78075690,1709134638,0,1,7
core-data,2495,9353387,registered,Isaaс Weisberg,False,6,0,0,78075710,1709134632,2,7,20
"android, flutter, deep-linking, dynamic-linking",15,14816475,registered,Abin,False,17,0,0,78075555,1709134632,0,0,3
"go, jetbrains-ide, goland",497,16627252,registered,Mitchnoff,True,65,2,-3,78070773,1709134614,0,1,8
"java, excel, spring, import, apache-poi",69,11511010,registered,lock,True,65,2,-1,78066455,1709134609,0,0,3
"spring-boot, spring-cloud-config-server",869,2584569,registered,Shashi Shankar,False,7,0,0,78075701,1709134580,1,3,14
"c++, templates, template-specialization",169,15263876,registered,lei hu,False,110,1,0,78073016,1709134575,0,0,6
"ios, flutter, xcode",1,21151001,registered,Dev oas36ty,False,17,1,-1,78075475,1709134567,0,0,2
"spring, spring-boot, spring-mvc, spring-thymeleaf",1,21527672,registered,Shrikant Bochare,False,18,0,0,78061490,1709134565,0,0,2
"python, python-typing",13,22349298,registered,bahladamos,True,34,1,0,78075379,1709134563,0,0,2
"c++, winapi, mfc",1055,4376963,registered,qloq,False,35,1,-1,78074905,1709134560,1,4,12
"laravel, vite, manifest.json",2486,1219011,registered,TwystO,False,266,1,2,77090461,1709134539,2,9,18
"python, python-polars",5209,1711271,registered,DeltaIV,True,65,2,2,78048681,1709134517,2,6,24
"python, python-3.x, plotly, eye-tracking",527,8543025,registered,Jon Nir,False,42,1,1,78062070,1709134494,0,2,11
angular,1,23364957,registered,amirc,False,17,0,0,78075689,1709134486,0,0,1
"python, openai-api, large-language-model, chatgpt-api, llm-context",3064,8124392,registered,Onur-Andros Ozbek,False,52,0,1,78058962,1709134478,2,6,19
"java, quarkus, resteasy",77,4598097,registered,Hassan Nazar,False,6,0,0,78075692,1709134476,0,0,9
"java, postgresql",1,9759527,registered,Nick,False,14,0,0,78075685,1709134473,0,0,2
"r, plot, correlation",1579,2977164,registered,Leprechault,True,1588,2,3,56344943,1709134463,0,4,14
"android, kotlin, android-jetpack-compose",25,22614419,registered,Emad Kheyroddin,False,7,0,0,78075691,1709134460,0,0,4
".net, .net-framework-version",5603,201090,registered,mpenrow,True,164650,16,180,3460982,1709134457,3,5,17
"android, google-ads-api, google-mobile-ads",45,21135581,registered,ohshit,False,4,0,-1,78075688,1709134447,0,0,5
"cluster-computing, spring-data-redis, amazon-elasticache, query-by-example",1,7595487,registered,skp,False,6,0,0,78075686,1709134438,0,0,2
"linux, windows, ubuntu, hard-drive, solid-state-drive",1,23402072,registered,Hrushiraj G,False,11,0,-2,78075684,1709134428,0,0,1
javascript,5250,1009698,registered,strangeQuirks,False,45,1,0,78075259,1709134400,2,3,14
"javascript, reactjs, json, render",89,9945342,registered,Sanad Qazi,False,13,0,0,78075682,1709134397,0,0,8
"python, python-phonenumber",113,9545377,registered,SpaceSloth,False,16,0,-1,78075650,1709134396,0,0,7
"python, flask, autodesk-realitycapture",13,11931366,registered,Anony mouse,False,40,1,0,78071360,1709134385,0,0,2
"swiftui, arkit, apple-vision, visionos",69,12515116,registered,Pascal Meger,True,150,2,1,78022559,1709134359,0,1,7
"cocoa, datasource, nscombobox",23,721105,unregistered,costas,True,3305,3,2,5759869,1709134341,0,1,3
"excel, excel-formula, excel-2016",21,9507059,registered,Elias Liappis,True,56,4,2,78074891,1709134341,0,0,3
"c#, unit-testing, .net-core, https, mocking",4195,5159468,registered,Spikee,False,5,0,0,78075675,1709134338,2,5,19
visual-studio-code,7808,342293,registered,Ron,True,84048,3,245,34247939,1709134336,4,7,14
"javascript, node.js, sequelize.js, psql",21,14595316,registered,Oshri Garama,False,345,1,2,64726771,1709134332,0,0,2
"python, pandas, dataframe",95,12054441,registered,Pranav101py,True,71,4,1,77751737,1709134332,0,0,5
"c, c64",536,2721136,registered,KungPhoo,False,34,0,1,78075406,1709134327,0,3,12
"python, asynchronous, amazon-s3, bigdata, minio",669,19356117,registered,forestbat,False,12,0,0,78074124,1709134325,1,3,9
"angular, angular-services, angular-signals",994,9939844,registered,Lars,True,21,1,1,78075330,1709134318,1,3,12
ffmpeg,196,7088113,registered,praveenK,True,1243,1,4,49008770,1709134316,0,0,6
"chatbot, dialogflow-cx",5,12536604,registered,aggarcia,True,1055,1,0,66985736,1709134314,0,0,8
"javascript, node.js, fastify",7217,2936170,registered,ar099968,False,11,0,0,78075671,1709134304,2,8,25
"xslt, token, tokenize",17,7269265,registered,St&#233;phane Dubois,True,47,1,0,78053345,1709134289,0,0,4
"vba, activex, plc, ms-access-2013, clsid",337,2144861,registered,NickGlowsinDark,True,3407,2,2,20335663,1709134288,1,2,12
"python, pycharm",111,3262432,registered,fnlCtrl,True,2271,3,11,28609169,1709134283,0,0,4
"visual-studio, asp.net-core, msbuild, visual-studio-2022",1,23400130,registered,EddEnt,True,58,1,0,77990986,1709134258,0,0,3
"cucumber, report, junit5, serenity-bdd",391,1819111,registered,user1819111,True,35,1,0,77818954,1709134258,0,3,5
"java, http, forward, mockserver",49019,258483,registered,Dims,False,8,0,0,78075667,1709134253,5,11,25
"python, matplotlib, tkinter, matplotlib-widget",11,22354570,registered,bigCredi,False,19,0,0,78075666,1709134242,0,0,2
visual-studio-code,561,6504973,registered,MattyMatt,True,425,1,6,68854191,1709134223,0,4,15
"javascript, c#, asp.net, devexpress, devextreme",3,6883758,registered,Yuri L&#243;pez V.,False,9,0,0,78075664,1709134222,0,0,3
android,1,23360390,registered,Phil,False,14,0,-1,77955066,1709134217,0,0,1
"rust, linked-list",1090,17070383,registered,nem0z,True,31,1,0,78075369,1709134207,1,4,14
"godot, gdscript",8334,2041077,registered,Dave,True,1934,1,2,66090893,1709134205,3,10,24
"python, matplotlib, histogram",43,16578909,registered,LEFTJOIN,True,57,1,0,77732050,1709134197,0,0,5
"javascript, html, node.js, reactjs, react-i18next",55,13027920,registered,Mr. Rutko,True,16639,2,5,60970558,1709134194,1,1,6
"c, arguments",20066,138256,registered,codebox,True,63833,14,40,1706551,1709134173,4,16,29
"node.js, postgresql, pg",1,23485904,registered,samurai,False,38,1,0,78063373,1709134171,0,0,1
visual-studio-code,72994,476408,registered,J. Abrahamson,True,1232065,24,1355,29972396,1709134160,6,17,25
rscript,1,23493603,registered,Rawrs,False,14,0,-1,78071365,1709134120,0,0,1
"powerbi, dax, powerbi-desktop, measure, daxstudio",684,8340761,registered,Axeltherabbit,False,34,1,0,78068305,1709134104,0,1,20
"javascript, mapkit-js",1,6070947,registered,VDG,False,8,0,0,78075576,1709134094,0,0,1
"matlab, simulink",107,6562707,registered,frank_010,False,2881,1,4,38255554,1709134088,0,1,6
"c, arguments",20066,138256,registered,codebox,True,63833,14,40,1706551,1709134173,4,16,29
"node.js, postgresql, pg",1,23485904,registered,samurai,False,38,1,0,78063373,1709134171,0,0,1
visual-studio-code,72994,476408,registered,J. Abrahamson,True,1232065,24,1355,29972396,1709134160,6,17,25
rscript,1,23493603,registered,Rawrs,False,14,0,-1,78071365,1709134120,0,0,1
"powerbi, dax, powerbi-desktop, measure, daxstudio",684,8340761,registered,Axeltherabbit,False,34,1,0,78068305,1709134104,0,1,20
"javascript, mapkit-js",1,6070947,registered,VDG,False,8,0,0,78075576,1709134094,0,0,1
"matlab, simulink",107,6562707,registered,frank_010,False,2881,1,4,38255554,1709134088,0,1,6
"next.js, prisma",3,20999579,registered,Tariq Khan,True,2664,3,0,76864844,1709134067,0,1,3
"javascript, typescript, prisma, next-auth",85,19913293,registered,bootygrocery1000,False,155,0,0,76886968,1709134058,0,0,8
"python, python-3.x, type-hinting, typing, python-dataclasses",83,22221987,registered,Mika,True,48,2,1,78074725,1709134051,0,0,6
"arduino, arduino-uno, led, infrared, remote-control",13,21345075,registered,Tim,True,38,1,0,78064007,1709134042,0,0,4
"powerbi, powerbi-datasource",1,15125161,registered,Aarthy,False,7,1,0,78075081,1709134041,1,1,1
"python, plotly",25,17336035,registered,NolsN,False,18,1,0,78075414,1709134026,0,0,4
"java, swing, awt, keylistener",81,3859075,registered,Taylor A,True,5677,2,1,24856918,1709133998,0,1,5
"c#, linq, .net-core",9,22279368,registered,The Great Gatsby,False,29,1,-1,78075575,1709133979,0,0,1
"javascript, react-native, macos, gradle, nfc",1,23483732,registered,Shamsa Kanwal,False,8,0,0,78075638,1709133950,0,0,1
"node.js, typescript, google-cloud-functions, firebase-tools",722,7874234,registered,Peter Toth,True,632,2,3,76153948,1709133950,0,3,15
"python, pandas",416,2469032,registered,PingPong,True,34,2,1,78075159,1709133949,0,2,10
"python, typeerror",1,16316458,registered,GregAbeel,True,33,2,0,78075091,1709133936,0,0,1
"cmake, ninja",11,23496966,registered,FSat,False,20,1,1,78075212,1709133931,0,0,1
"python, python-3.x, pandas, dataframe, replace",15,23385993,registered,Jason,True,34,2,1,78075365,1709133907,0,0,4
"mongodb, kubernetes, google-kubernetes-engine",951,3184747,registered,Soorya Prakash,False,14,1,0,78075599,1709133899,1,2,13
"npm, next.js, nextra",21,14488823,registered,Jacob Berry,False,7,1,0,78075458,1709133894,0,0,4
"ffmpeg, drawtext, hindi, kerning",11,8112925,registered,Vinoth Poovalingam,False,1372,1,1,48298061,1709133884,0,0,2
"reactjs, next.js",75,7827070,registered,MoxieProxy,False,20,0,0,78075627,1709133864,0,0,7
"swift, alpine-linux, musl",747,755428,registered,Jeroen,False,53,0,2,78072650,1709133859,1,3,13
"sql, regex, match, presto, trino",388,3348414,registered,SqueakyBeak,False,35,1,-2,78042373,1709133844,0,4,14
"python, python-3.x, matplotlib, visualization, matplotlib-widget",23,17039727,registered,A7aa,True,66,2,1,77748488,1709133831,0,0,4
"python, web-scraping, beautifulsoup, python-requests",19,23471091,registered,user23471091,True,39,2,0,78075197,1709133829,0,0,4
"python, python-typing",11,23497217,registered,ArielAlon24,False,27,0,1,78075411,1709133822,0,0,2
"python, python-venv, python-poetry, pyright",31,16786537,registered,Mario Black,True,3127,3,1,74510279,1709133816,0,1,5
"python, amazon-web-services",1701,890803,registered,DataGuy,False,33,1,-2,78071552,1709133808,1,5,15
"html, r, leaflet, crosstalk, htmltools",1,17380001,registered,Eric,False,27,1,0,78048402,1709133796,0,0,1
"laravel-livewire, undefined-function",21,21422860,registered,davidantoniovc,True,538,2,1,77145054,1709133794,0,0,5
"python, docker, azure-pipelines",33,10504255,registered, paddockson,False,21,0,0,78075424,1709133788,0,1,7
"c#, .net, azure, .net-core, blazor",497,12774586,registered,Mat,False,21,0,0,78075616,1709133785,1,2,12
"multithreading, c++11, locking, lock-free",351,11427310,registered,Hattori,True,1870,2,0,61269957,1709133778,0,2,9
"amazon-dynamodb, amazon-kinesis, amazon-kcl, aws-regions, spring-cloud-stream-binder-kinesis",19,1603414,registered,Rajesh Babu Devabhaktuni,False,17,0,0,78074598,1709133770,0,1,9
echarts,1391,4794848,registered,Rahul Shrivastava,False,8,0,0,78075578,1709133769,1,4,15
"git, version-control, jira, git-submodules, branching-strategy",13,21758048,registered,LowFM,False,11,0,0,78075613,1709133765,0,0,4
"javascript, fetch, fetch-api",1,23496768,registered,Learnear256,False,18,1,0,78075229,1709133765,0,0,1
"javascript, html, css",41,16824530,registered,Chinemerem,True,30,1,0,78071396,1709133746,0,0,6
"java, spring, spring-boot",714,7026461,registered,xgrimau,False,16,0,0,78075612,1709133731,0,5,16
"python, palantir-foundry, foundry-code-repositories",1732,9500955,registered,huy,True,253,1,2,77491948,1709133724,1,7,22
github,144,18205465,registered,Goktug,True,527,2,4,73956212,1709133724,0,1,10
"android, google-pay, google-wallet",6011,1064869,registered,sooper,False,10,0,0,78075492,1709133714,2,13,26
"reactjs, ag-grid, react-query",1,22395322,registered,cszynkowski,False,13,0,0,78075609,1709133709,0,0,3
"php, authentication, oauth-2.0, azure-active-directory",9,21272320,registered,Patrick,False,15,0,-1,78075198,1709133696,0,0,1
"c++, class, standards, default-constructor, noexcept",40618,508343,registered,xmllmx,True,127,3,1,78072786,1709133689,3,8,20
"docker, hpc, singularity-container",451,14475367,registered,Thomas,False,14,1,1,78073886,1709133686,1,5,11
"python, django, heroku, wagtail",117,4202419,registered,Will,False,19,1,0,78074586,1709133664,0,0,6
"postgresql, pgadmin-4",889,3304747,registered,Libin Thomas,True,8935,2,3,73339903,1709133661,0,5,14
"javascript, angular, typescript",131,5111843,registered,BEWARB,True,504,2,0,75508725,1709133653,0,1,9
"arrays, jestjs, jasmine, ts-jest",121,5963177,registered,user1,True,12551,2,9,66333354,1709133648,1,1,4
"json, azure, boolean, azure-data-factory, azure-logic-apps",13,7546810,registered,Alex Blanes,False,29,1,0,78074165,1709133644,0,0,5
"java, openapi, apigee, springdoc-openapi-ui",133,3758849,registered,Pradeep,False,9,0,0,78075603,1709133640,1,1,10
