Tag Value,Owner Reputation,Owner User ID,Owner User Type,Owner Display Name,Is Answered,View Count,Answer Count,Score,Question ID,Gold Badges,Silver Badges,Bronze Badges
"javascript, reactjs, next.js, tailwind-css",11,22550783,registered,Zerkley,FALSE,340,2,0,77609303,0,0,2
oracle,904,1807003,registered,nickvans,FALSE,24,2,-2,78142009,0,4,14
"flutter, dart, functional-programming",65,18546379,registered,Abel,TRUE,24,1,0,78142916,0,0,5
"c++, atomic, memory-barriers, lock-free",1423,2280111,registered,Roman,TRUE,79,2,1,78132782,0,3,15
"php, laravel, security, content-management-system",93,7121235,registered,Moen,TRUE,11151,2,7,41583731,1,1,3
"c#, blazor",697,3066592,registered,PKD,FALSE,30,0,0,78143125,1,2,13
"azure-service-principal, azure-ai, azure-secrets",16003,6703783,registered,Manu Chadha,FALSE,20,0,-1,78133864,4,10,20
"css, bootstrap-5, hamburger-menu",17,22154659,registered,web_dev_pr0,TRUE,70,2,-1,77167076,0,0,3
"r, quantmod",9,23581379,registered,Klaus,FALSE,21,0,0,78143120,0,0,1
"python, regex",49,19893853,registered,Alexey Bogdanov,TRUE,49,2,0,78141599,0,0,4
"settings, gdscript, godot4",13,22870121,registered,Guillermo Brito,TRUE,12,1,0,78142701,0,0,4
"azure-managed-identity, azure-ai",16003,6703783,registered,Manu Chadha,FALSE,16,0,-1,78143085,4,10,20
"kubernetes, rancher",133,13734962,registered,Mar Chal,TRUE,4044,3,1,69768810,0,1,9
"go, struct",13,8223295,registered,Patrick Trester,TRUE,33,1,-4,78143099,0,0,3
"node.js, mongodb, mongoose",191,12711159,registered,shantanu srivastava,TRUE,29,1,0,78140614,1,1,9
"arrays, swift, wrapper, swift-data",1,23581159,registered,snide_forever,FALSE,23,0,0,78143019,0,0,3
"reactjs, tailwind-css",1,23285901,registered,Mugao J.,FALSE,31,4,0,78142496,0,0,1
"html, jquery, css",11,23566083,registered,Jimmy Oliver,FALSE,23,1,1,78141935,0,0,1
"spring, spring-mvc, junit, spring-security, mocking",1532,320322,registered,Jonathan Lebrun,TRUE,41981,4,43,21749781,1,3,15
"python, pip, virtualenv",21,6686222,registered,James Martini,TRUE,27,1,0,78143063,0,0,6
"html, css, bootstrap-5, spacing, card",1,23397880,registered,Ali Imran,FALSE,15,1,0,78142955,0,0,1
"java, spring-test",141,7614317,registered,Anderson  Feng,TRUE,15943,7,13,51514296,1,1,4
"next.js, database-design, pg, drizzle",91,3789506,registered,RaihanShezan,FALSE,19,0,0,78128689,0,1,4
"powerbi, dax, row-level-security",59,22834501,registered,reallycow21,FALSE,20,1,1,78142684,0,0,6
asp.net-mvc,3597,82099,registered,Markus,FALSE,879,0,2,3488168,1,4,12
"excel, vba, outlook, ms-word",233,6625232,registered,MEC,FALSE,98,0,0,76751020,0,2,9
"javascript, svg",11,5749758,registered,mateusz ,FALSE,11,0,0,78143095,0,0,2
"r, parsing",87,11411528,registered,db2020,TRUE,72,2,0,78116748,0,0,9
python,23,21260391,registered,Person,FALSE,13,0,-1,78143093,0,0,5
postgresql,1,23580788,registered,Zeravlarko,FALSE,25,0,-1,78142826,0,0,1
"flutter, dart",55,23195068,registered,Syed Mujtaba Ali,FALSE,17,0,-3,78143092,0,0,5
graphql-spqr,1,23581004,registered,Cheesecake,FALSE,8,0,0,78143090,0,0,1
"google-cloud-platform, gcloud",2295,11163122,registered,Intrastellar Explorer,TRUE,82,1,1,78109584,2,10,26
kendo-ui,6457,937554,registered,Jerry,FALSE,4,0,0,78143089,2,8,15
"oracle, plsql",510,10207921,registered,BeanieBarrow,FALSE,26,0,-1,78141537,0,1,9
"google-sheets, google-sheets-formula",379,17835120,registered,MMsmithH,TRUE,26,1,1,78143014,0,1,10
"excel, vba, loading, userform",21,6686456,registered,Bennet S.,FALSE,67,0,2,75352921,0,0,2
"azure-devops, azure-service-hooks",1,12872804,registered,Wallace Oliveira,FALSE,22,0,-2,78142382,0,0,1
"python-3.x, datetime, timezone, dst, pytz",19,23576743,registered,Hashir Irfan,FALSE,46,2,1,78140240,0,0,2
"php, server, opcache",3,16176652,registered,paapmc,TRUE,298,2,0,72606685,0,0,2
typescript,7149,3006096,registered,Magnus,TRUE,34,1,1,78142644,1,6,20
next.js,25,15789129,registered,Coop4Free,FALSE,14,0,-1,78143078,0,0,5
"spring, spring-boot, rest, validation, hibernate-validator",1,23579644,registered,ZeroCyan,FALSE,20,0,0,78142735,0,0,1
"flutter, dependencies, repo, pubspec.yaml",13,23225939,registered,reduecto,FALSE,31,1,1,78122420,0,0,2
xamarin-forms-4,49,23350128,registered,Marian34,FALSE,4,0,0,78143070,0,0,4
"java, kotlin, junit, mockito",14539,13464279,registered,J.F.,TRUE,36,2,1,78137731,7,18,34
javascript,481,12400294,registered,Iv&#225;n Flores V&#225;zquez,TRUE,37,1,0,78142726,1,2,10
"kql, azure-data-explorer",4778,5013141,registered,Michael Fulton,FALSE,19,0,0,78143027,2,9,22
"php, laravel, telegram-bot",1,23570170,registered,fastdimer,FALSE,37,0,0,78136248,0,0,1
"html, css, image, visual-studio-code, vscode-extensions",115,14475596,registered,Kh4lid MD,TRUE,21427,2,2,68702848,1,2,12
"spring, spring-boot, rest, validation, hibernate-validator",1,23579644,registered,ZeroCyan,FALSE,20,0,0,78142735,0,0,1
"flutter, dependencies, repo, pubspec.yaml",13,23225939,registered,reduecto,FALSE,31,1,1,78122420,0,0,2
xamarin-forms-4,49,23350128,registered,Marian34,FALSE,4,0,0,78143070,0,0,4
"java, kotlin, junit, mockito",14539,13464279,registered,J.F.,TRUE,36,2,1,78137731,7,18,34
javascript,481,12400294,registered,Iv&#225;n Flores V&#225;zquez,TRUE,37,1,0,78142726,1,2,10
"kql, azure-data-explorer",4778,5013141,registered,Michael Fulton,FALSE,19,0,0,78143027,2,9,22
"php, laravel, telegram-bot",1,23570170,registered,fastdimer,FALSE,37,0,0,78136248,0,0,1
"html, css, image, visual-studio-code, vscode-extensions",115,14475596,registered,Kh4lid MD,TRUE,21427,2,2,68702848,1,2,12
"python, button, responsive-design, pyqt5, scale",13,20676094,registered,Tomi Ol&#225;h,TRUE,1220,1,1,75406564,0,0,5
"java, exception",13,23574332,registered,Rty Euzch,TRUE,58,1,-1,78138547,0,0,2
"json, vba, ms-word",31,23566789,registered,East Anglian Sailing Trust,TRUE,23,1,0,78142247,0,0,4
"typescript, next.js",31,21494234,registered,Aayush singh,TRUE,9699,3,2,76080784,0,1,5
"python, c#, raspberry-pi",1,14578771,registered,Rohan Sodavaram,FALSE,31,0,-4,78137002,0,0,1
"groovy, repast-simphony",3,23579499,registered,WLeo,TRUE,13,1,0,78142112,0,0,1
"facebook-graph-api, facebook-webhooks, facebook-feed",105,2881498,registered,kevin,TRUE,7042,3,8,51018867,0,1,6
open-source,1,23580865,registered,nuwanga rodrigo,FALSE,17,0,-3,78142869,0,0,1
"sql, mysql",370,1908143,registered,nIx..,TRUE,66,1,2,22420024,1,2,11
"c++, multithreading, embedded, atomic",109,9766462,registered,Lucan de Groot,TRUE,110,1,1,78068613,0,1,6
"json, jackson, alias, json-deserialization",29,3692909,registered,Harvan,FALSE,17,0,0,78143053,0,1,5
material-ui,2708,4185992,registered,Sasgorilla,FALSE,6,0,0,78143050,1,7,16
"c++, json, sockets, memcpy, pdu",9,23560577,registered,Mehra,FALSE,41,0,-1,78128014,0,0,1
"django, django-rest-framework, django-file-upload",39,10366119,registered,nabiharaza,TRUE,2374,2,0,76017796,0,0,6
"java, android, picasso, illegalstateexception",65,8491647,registered,ildar1989,FALSE,17,0,0,78143045,0,1,6
"java, date, localization, java-time, date-formatting",6033,1494902,registered,Piotr Aleksander Chmielowski,TRUE,348,1,1,75807084,3,10,21
wpf,394,17900036,registered,bazsisz,FALSE,17,0,0,78143042,0,2,11
javascript,13,23581151,registered,Hayley,TRUE,29,1,1,78142979,0,0,2
"kotlin, colors, android-jetpack-compose",4794,5253659,registered,DmitryBorodin,TRUE,1274,3,4,75064133,2,5,17
"laravel, laravel-livewire",2077,14183155,registered,Vivere,FALSE,24,1,0,78142880,2,6,14
"angular, typescript",735,2139555,registered,Otto Abnormalverbraucher,FALSE,36,1,-1,78129746,1,3,12
"xml, google-apps-script",1,23546868,registered,Christina Kreidell,FALSE,11,0,0,78143036,0,0,2
"argocd, argo",60248,80002,registered,mark,FALSE,8,0,0,78143030,5,12,23
"docker, docker-compose",467,6784014,registered,Juan Pablo B,FALSE,17,0,0,78143029,1,2,10
php,1746,992243,registered,Zdenek Machek,TRUE,125,1,1,35037356,1,7,18
"c#, android, mvvm, maui, maui-community-toolkit",13,23581007,registered,Evn,TRUE,25,1,1,78142954,0,0,3
"php, mysql, database",665,1690908,registered,om_deshpande,FALSE,1163,2,1,12544347,1,3,12
"camera, wkwebview, getusermedia, mac-catalyst, mediadevices",35,3690137,registered,morgenshtern,FALSE,137,1,2,76966092,0,0,7
"react-native, expo, wallpapermanager",1,19960068,registered,Qulb E,FALSE,3,0,0,78143020,0,0,1
"python, rest, web, python-requests",43,8888903,registered,Sieuwe Elferink,FALSE,70,1,0,75990729,0,1,4
"vulkan, depth-testing, msaa",5,10027455,registered,Alex V.,TRUE,20,1,0,78142678,0,0,2
"python, excel, xlwings",38,21213955,registered,Hibbert,FALSE,11,0,0,78143010,0,0,8
"matlab, image-segmentation, matlab-spm",205,8058999,registered,learners,FALSE,397,0,1,47135388,0,2,9
"c#, iis, certificate, x509certificate, x509certificate2",2104,2498528,registered,AnKing,TRUE,3618,2,2,52103417,1,5,14
"roku, brightscript, rowlist",4428,937421,registered,rrirower,FALSE,7,0,0,78143004,4,6,21
"sql, google-bigquery",31,14649881,registered,Nishant Rajpoot,TRUE,37,2,1,78113688,0,0,6
"openai-api, chatgpt-api",1,23409768,registered,yusuf,FALSE,25,0,-2,78142889,0,0,1
"c#, .net, html-parsing",4096,168414,registered,subash,TRUE,4747,3,5,3164424,2,5,13
"javascript, reactjs, node.js, websocket",45,4805255,registered,tensormoby,FALSE,15,0,0,78142969,0,0,6
"svelte, svelte-3",17398,590531,registered,peceps,TRUE,13732,2,16,57304022,4,12,27
"ios, swift, uitextview, placeholder",19411,294884,registered,Fattie,TRUE,65,1,0,72584880,11,31,48
"vuejs2, vue.js, vue-resource",3570,1305026,registered,Malik,TRUE,86852,30,74,41505150,2,7,18
javascript,3273,1849846,registered,JS-coder,TRUE,79845,26,31,19480916,2,3,11
"html, css, menu, overflow, vertical-scroll",1539,4110826,registered,Nick,FALSE,26,1,0,78134242,1,5,16
"http-proxy, pact, pact-node",33,7717510,registered,Zachary Poe,FALSE,8,0,0,78142991,0,0,4
"graphql, nestjs, union-types",946,450528,registered,killjoy,FALSE,5,0,0,78142990,1,2,12
"youtube, youtube-api, youtube-data-api, youtube-livestreaming-api",2284,5577674,registered,Matt Cowley,FALSE,1254,2,0,70634273,1,6,18
"java, data-structures, set, ttl",5097,187455,registered,ABentSpoon,TRUE,1840,4,4,23378906,1,7,13
powershell,1,23580582,registered,SiloCommand,FALSE,34,0,0,78142724,0,0,1
"python, bash, docker",27,11879363,registered,rcr_aagr,TRUE,38,1,-1,78142854,0,0,7
"r, shiny",835,4279915,registered,Wolfgang Rolke,FALSE,12,0,0,78142930,0,2,13
"python, pandas, seaborn, py-shiny",11,23572824,registered,Robin Desbourdes,FALSE,36,0,1,78142555,0,0,2
"r, dplyr, correlation, autocorrelation, multilevel-analysis",3,18145377,registered,maddhatt1,FALSE,34,0,0,78138467,0,0,2
"string, object, properties, key-value",9,21772878,registered,Zuka Kharati,FALSE,21,2,0,78142463,0,0,2
"vue.js, nuxt.js, nuxtjs3, nuxt-content, decap-cms",11,23581023,registered,TheTalentedRipley,FALSE,13,0,1,78142984,0,0,1
"javascript, image",5290,8192,registered,scottru,TRUE,164737,11,53,1310378,2,6,10
"r, mean",61,21625319,registered,BehSci,TRUE,29,1,2,78135571,0,0,5
php,48254,683553,registered,Satch3000,TRUE,400043,9,182,9997391,4,8,19
"javascript, overriding",59,11030779,registered,AAsomb113,FALSE,42,0,0,78142982,0,0,5
"regex, windows, date, batch-file, findstr",61,666567,registered,Elk,FALSE,32,0,1,78142866,0,0,3
"c, math, floating-point, ieee-754",1,23568273,registered,regina,FALSE,38,0,-1,78142917,0,0,1
"python-3.x, postgresql, amazon-aurora",255,9207531,registered,Chinmay Nayak,FALSE,20,0,-3,78142618,1,2,10
"python, fastq, ncbi, rna-seq",11,23581104,registered,Derek,FALSE,9,0,1,78142975,0,0,1
"jquery, css, tooltip",1,23581000,registered,seaforth,FALSE,8,0,0,78142973,0,0,1
"c++, sockets, tcp, client-server",1,22406158,registered,Jeez,TRUE,35,1,-1,78142548,0,0,1
"rust, rust-tokio",28603,129750,registered,IttayD,TRUE,58,1,0,78134843,5,12,22
"docker, docker-container, docker-network, docker-command",451,10415576,registered,Nicolas Buch,TRUE,31626,6,27,59035543,1,4,7
"spring-boot, gradle-plugin",1,21265530,registered,Fahd ,FALSE,17,0,0,78142192,0,0,1
"php, wordpress, woocommerce, filter, orders",17,12138342,registered,Cham,TRUE,53,1,1,78138986,0,0,4
"javascript, python, json, session, flask",427,4573915,registered,sam,TRUE,6198,3,10,49712385,0,3,12
"python, machine-learning, amazon-sagemaker, amazon-sagemaker-experiments",6386,3491151,registered,maRtin,FALSE,143,0,1,76821347,6,14,30
vscode-extensions,143,7355239,registered,sylvesterasa,FALSE,9,0,0,78142967,0,2,9
"mysql, range, overlapping-matches",45472,305189,registered,Pierre de LESPINAY,TRUE,59266,8,97,2545947,6,17,32
"java, minecraft, bukkit, spigot",1,22922399,registered,Goga Vonga,FALSE,99,3,-3,77489727,0,0,1
"python, oop, pygame, replit",11,18941514,registered,Luan_,FALSE,16,0,-1,78142865,0,0,3
"javascript, wordpress, cookieyes",61,9902582,registered,Sarath G.P,TRUE,2150,2,5,58077299,0,0,5
"spring-boot, gradle-plugin",1,21265530,registered,Fahd ,FALSE,17,0,0,78142192,0,0,1
"php, wordpress, woocommerce, filter, orders",17,12138342,registered,Cham,TRUE,53,1,1,78138986,0,0,4
"javascript, python, json, session, flask",427,4573915,registered,sam,TRUE,6198,3,10,49712385,0,3,12
"python, machine-learning, amazon-sagemaker, amazon-sagemaker-experiments",6386,3491151,registered,maRtin,FALSE,143,0,1,76821347,6,14,30
vscode-extensions,143,7355239,registered,sylvesterasa,FALSE,9,0,0,78142967,0,2,9
"mysql, range, overlapping-matches",45472,305189,registered,Pierre de LESPINAY,TRUE,59266,8,97,2545947,6,17,32
"java, minecraft, bukkit, spigot",1,22922399,registered,Goga Vonga,FALSE,99,3,-3,77489727,0,0,1
"python, oop, pygame, replit",11,18941514,registered,Luan_,FALSE,16,0,-1,78142865,0,0,3
"javascript, wordpress, cookieyes",61,9902582,registered,Sarath G.P,TRUE,2150,2,5,58077299,0,0,5
r,1,23580143,registered,Binod,TRUE,42,2,0,78142466,0,0,1
"r, for-loop, dplyr, tidyverse",13,23570063,registered,Julius Hess,TRUE,76,3,1,78135436,0,0,3
langchain,125,13622283,registered,Kafka,FALSE,60,0,0,78124979,0,0,8
"asp.net-core, visual-studio-2017",441,4352887,registered,Lalit Kamboj,TRUE,99021,26,44,45906856,1,3,4
visual-studio-code,2892,2480797,registered,rinold simon,TRUE,91966,6,47,52677651,2,7,25
"excel, vba, performance, trim, removing-whitespace",20933,8112776,registered,ashleedawg,TRUE,1636,3,6,48721399,8,23,41
"reactjs, internationalization, translation, linguijs",1107,11423459,registered,Laczk&#243; &#214;rs,FALSE,90,2,0,78096502,1,8,20
"python, pyqt, pyqt6, qmediaplayer, qslider",23,23327399,registered,RD60,TRUE,29,2,0,78142139,0,0,3
"typescript, operator-overloading",20498,4140572,registered,Angel Angel,TRUE,37724,2,65,36110070,4,14,27
"performance, solid-state-drive",45,10444247,registered,charnal,FALSE,7,0,0,78142947,0,0,3
mongodb,1,22510097,registered,Dylanz,FALSE,35,1,0,78141860,0,0,1
"amazon-web-services, aws-lambda, aws-xray",460,203666,registered,Fabio,FALSE,13,0,0,78142945,1,3,10
outlook-redemption,1,23554265,registered,Andreas,FALSE,6,1,0,78142558,0,0,1
"c#, asp.net, sql-server, asp.net-mvc, anychart",101,16475200,registered,aza01,FALSE,21,0,0,78142937,1,1,7
"react-native, expo, wallpaper",1,22021599,registered,PRATIK SHARMA,FALSE,176,1,0,76458994,0,0,2
"javascript, fonts, tinymce",543,955419,registered,mjpramos,FALSE,15,0,0,78142939,0,2,10
"laravel, routes, laravel-9",25,1143891,registered,ImageMagician,TRUE,197,1,0,76267024,0,0,5
"python, kivy",55,23189193,registered,Graham Patrick,TRUE,18,1,1,78141925,0,0,6
"python, python-3.x, oop",23,23573676,registered,graydaking,TRUE,47,1,1,78138171,0,0,3
"osgi, drools, mvel",46,4937772,registered,Steven Huypens,FALSE,10,0,0,78142936,0,0,5
redcap,1,23367306,registered,JReichelt,FALSE,24,1,0,77964323,0,0,1
"javascript, node.js, express, model-view-controller, pug",15,22747179,registered,mehkij,FALSE,20,1,0,78126801,0,0,5
"monaco-editor, react-monaco-editor",159,6339670,registered,Ishan jain,TRUE,204,2,0,77135467,0,1,5
"php, codeigniter, codeigniter-4",21,14897628,registered,VSCoderNPM,TRUE,3804,1,1,65511559,0,1,3
"r, mlr3",385,3366787,registered,Pierre,FALSE,62,1,0,78104869,0,2,11
"c++, stl, g++, c++-modules",147,3767962,registered,Mercer,FALSE,43,0,0,78126198,0,1,11
"sas, regression, poisson",23,20292981,registered,kelsz24,FALSE,15,1,0,78137698,0,0,4
".net, excel, vb.net, visual-studio",1,15633449,registered,David Clement,FALSE,41,0,-1,78135710,0,0,1
"apache-spark, pyspark, apache-spark-sql, parquet",31,11991247,registered,drv236,TRUE,10790,4,2,57699926,1,1,3
"user-interface, customtkinter",1,17369800,registered,Captain Mirage,FALSE,10,0,0,78142922,0,0,2
"python, tkinter, process",1109,7684989,registered,Ivan,TRUE,3361,2,0,43353582,1,4,12
"caching, memoization, mojo",1,8332055,registered,j harvey,FALSE,4,0,0,78142921,0,0,1
"c#, sql-server, t-sql, asp.net-mvc-5.2",1,8502093,registered,Steve Link,FALSE,20,0,0,78142622,0,0,1
"abap, cds",11,23354393,registered,minha qureshi,FALSE,29,1,1,78138567,0,0,2
"reactjs, node.js, express, stripe-payments, payment-gateway",1,23220551,registered,Gabriel Ribeiro,FALSE,23,1,0,78142653,0,0,2
"java, try-catch, try-catch-finally",944,1288369,registered,Pratik,TRUE,1720,4,13,27738548,0,1,17
"java, stack-trace, tostring",225884,11236,registered,ripper234,TRUE,760038,32,1715,1149703,7,17,34
"r, ggplot2, shiny",3,21922333,registered,Jack Pep,FALSE,17,0,0,78142514,0,0,2
"firebase, next.js, capacitor, next-auth",26,20556043,registered,Dwimland,FALSE,229,1,0,77594283,0,0,3
"python, functional-programming, python-itertools, functools, toolz",982,864598,registered,Dave,TRUE,55,2,0,78131171,1,4,14
"javascript, reactjs, face-detection, face-recognition, face-api",69,8046242,registered,ZigZagZak,TRUE,8122,5,0,60698403,0,1,6
azerothcore,1,23580944,registered,Kalten,FALSE,7,0,0,78142905,0,0,1
"python, mongodb, mongoengine",322,2245136,registered,VIPPER,FALSE,27,0,1,78137642,0,2,14
"regex, maven, jaxb",11,23413666,registered,Patrick ,FALSE,23,1,-1,78136081,0,0,2
"amazon-web-services, amazon-ec2, amazon-ami",570,1142190,registered,Tsukimoto Mitsumasa,TRUE,53,3,0,78052407,1,3,16
github,1,23580543,registered,Tara Pashania,FALSE,8,0,0,78142906,0,0,2
"python, scrapy",61,11878794,registered,Gruff,TRUE,3491,1,0,59777500,0,1,6
"android, react-native, kotlin, expo, expo-camera",1,14331181,registered,Ha Ngo,FALSE,10,0,0,78142899,0,0,1
"hibernate, migration, upgrade",627,3133300,registered,user3133300,TRUE,11419,2,9,50909365,1,3,11
"cloud, salesforce-marketing-cloud",321,1076100,registered,Siddharth Kumar,FALSE,25,1,0,77923372,0,3,10
"r, string, sum, match, tidy",19,23476055,registered,T.B.,TRUE,38,3,0,78142663,0,0,1
"three.js, mapbox, mapbox-gl-js, threebox",399,19338216,registered,dante velli,FALSE,7,0,0,78142898,0,2,14
"python, python-2.7, oop",15,10586230,registered,Kaushik Shah,FALSE,35,0,0,78130747,0,0,3
"python, web-scraping, scrapy, web-crawler, pyspider",1,22597772,registered,zaibe_.x,FALSE,30,0,-3,78041231,0,0,1
"javascript, null, destructuring, default-parameters",1,6674487,registered,Nik,FALSE,19,0,0,78142896,0,0,1
"mariadb, galera",561,5081272,registered,Derek Warner,FALSE,1886,0,56,31225290,0,2,5
"salesforce-marketing-cloud, ampscript",1,23486711,registered,Casey_Lane,FALSE,13,1,0,78063807,0,0,1
"matlab, mean, simulink, moving-average, simscape",1709,3112666,registered,user3112666,FALSE,90,2,1,76543920,1,5,11
"python, parsing, text, latex",1134,91808,registered,andybuckley,TRUE,15650,8,13,4792065,2,4,15
"angular, firebase, google-cloud-firestore",13,18214473,registered,Eliah Gerber,FALSE,183,0,0,74273632,0,0,2
